name,opened_at,area,facilities,plants,notes,district,address,department,phone,image,lon,lat,area_size,search_text,is_dog_forbidden,has_dog_park,has_parking,is_hilly,has_restroom,has_store,has_lawn,has_water
봉은공원,1971.8.6,328018㎡,奉恩寺 도심 한가운데 있는 奉恩寺는 그 외형적 규모뿐 아니라 역사적으로 서울의 대표적인 사찰로 알려져 있다. 일제시대에는 서울과 경기 일원의 80여 사찰을 관장하던 본사였고 조선시대에는 억불정책에도 불구하고 선종의 수사찰(首寺刹)로 한국불교의 명맥을 유지하는데 결정적 공헌을 해온 곳이다. 선불당(選佛堂) 봉은사 대웅전 한단 아래 왼쪽에 자리잡고 있는 선불당은 대중을 위한 禪房으로1941년 심검당이 있던 자리에 중건된 것이다. 선불당은 계율을 일러주는 곳 혹은 선법.교법을 닦는 곳이다. 秋史 金正喜의 '板殿' 현판 (서울시 유형문화재 제76호: 1991년 5월28일 지정) 봉은사에 있는 화엄경소를 비롯한 15종 3438매의 많은 목판본을 보관하기 위하여 세워진 전각인 판전의 정면 어칸의 처마에 걸려 있는 편액이다. 이 편액은 추사 김정희(1786~1856?)의 말년 작품으로 왼쪽에 세로로 '칠십일과병중작(칠십일과병중작)'이라 쓰여진 바와 같이 그가 71세때 병중에 쓴 글씨로 유명하다. 대방광불화엄경(大方廣佛華嚴經) 수소연의 초판 (서울시 유형문화재 제84호: 1992년 12월28일 지정) 봉은사 판전에 보관되어 있는 총 15종 3438판의 목판본 중 3133판이 바로 대방광불화엄경이다. 대승불교의 대표적 경전이라 할 수 있는 이 화엄경판은 처음 중국 당나라의 실차난타와 징관이 각각 번역하고 찬한 것으로 흔히 '화엄경'으로 줄여 부른다. 주된 내용은 부처님이 성도한 깨달음의 내용을 그대로 나타내고 있는 경전으로 여러 대승불교의 경전 가운데서도 교학적.사상적으로 불교의 핵심을 가장 깊게 담고 있다는 평가를 받고 있다. ,,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강남구,서울특별시 강남구 삼성동 75,강남구청 공원녹지과,02-3423-6244,http://parks.seoul.go.kr/file/info/view.do?fIdx=1865,127.0554961,37.5139026,328018.0,奉恩寺 도심 한가운데 있는 奉恩寺는 그 외형적 규모뿐 아니라 역사적으로 서울의 대표적인 사찰로 알려져 있다. 일제시대에는 서울과 경기 일원의 80여 사찰을 관장하던 본사였고 조선시대에는 억불정책에도 불구하고 선종의 수사찰(首寺刹)로 한국불교의 명맥을 유지하는데 결정적 공헌을 해온 곳이다. 선불당(選佛堂) 봉은사 대웅전 한단 아래 왼쪽에 자리잡고 있는 선불당은 대중을 위한 禪房으로1941년 심검당이 있던 자리에 중건된 것이다. 선불당은 계율을 일러주는 곳 혹은 선법.교법을 닦는 곳이다. 秋史 金正喜의 '板殿' 현판 (서울시 유형문화재 제76호: 1991년 5월28일 지정) 봉은사에 있는 화엄경소를 비롯한 15종 3438매의 많은 목판본을 보관하기 위하여 세워진 전각인 판전의 정면 어칸의 처마에 걸려 있는 편액이다. 이 편액은 추사 김정희(1786~1856?)의 말년 작품으로 왼쪽에 세로로 '칠십일과병중작(칠십일과병중작)'이라 쓰여진 바와 같이 그가 71세때 병중에 쓴 글씨로 유명하다. 대방광불화엄경(大方廣佛華嚴經) 수소연의 초판 (서울시 유형문화재 제84호: 1992년 12월28일 지정) 봉은사 판전에 보관되어 있는 총 15종 3438판의 목판본 중 3133판이 바로 대방광불화엄경이다. 대승불교의 대표적 경전이라 할 수 있는 이 화엄경판은 처음 중국 당나라의 실차난타와 징관이 각각 번역하고 찬한 것으로 흔히 '화엄경'으로 줄여 부른다. 주된 내용은 부처님이 성도한 깨달음의 내용을 그대로 나타내고 있는 경전으로 여러 대승불교의 경전 가운데서도 교학적.사상적으로 불교의 핵심을 가장 깊게 담고 있다는 평가를 받고 있다.  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  ,False,False,False,False,False,False,False,False
올림픽공원,1988,"총 1,513,491.2㎡","조경시설: 몽촌토성, 몽촌해자, 조각공원, 장미광장 등운동시설: 수영장, 테니스장, 축구장 등교양시설: KSPO DOME, 핸드볼경기장(티켓링크라이브아레나), 우리금융아트홀 등","소나무, 느티나무, 단풍나무, 목련, 상수리나무, 잣나무, 벚나무, 겹철쭉, 산철쭉, 개나리, 조팝나무, 산수국 등 ","흡연을 삼가하여 주십시오. 공원 내에서 다른 내방객들에게 피해가 되는 행동은 삼가하여 주십시오(과도한 음주, 고성방가, 잔디나 꽃밭 훼손 등).상업용 사진, 영화(CF) 촬영 시에는 사전 승인을 받으시기 바랍니다(문의전화: 02-2180-3516). 자전거 및 인라인 이용시 무리한 과속을 자제하여 주십시오. 토성 내 산책로는 자전거, 인라인, 탑승식 전동장치 등의 통행을 제한하고 있습니다. 올림픽공원 내부를 단체로 무리지어 달리거나 통행에 방행되는 행위는 삼가해 주시기 바랍니다. 야생동물의 보호를 위해 무분별한 열매 채취를 삼가하여 주십시오. 반려견 출입시 위생과 안전사고 예방을 위하여 반드시 목줄과 입 가리개, 배변봉투를 지참하여 이용해 주시기 바랍니다. 올림픽공원은 드론 비행 금지 및 차도를 제외한 도로에서 전동 휠(킥보드류) 탑승 금지입니다.",송파구,서울특별시 송파구 올림픽로 424 (방이동),서울올림픽기념국민체육진흥공단,02-410-1114,http://parks.seoul.go.kr/file/info/view.do?fIdx=1866,127.122959,37.520934,1.0,"조경시설: 몽촌토성, 몽촌해자, 조각공원, 장미광장 등운동시설: 수영장, 테니스장, 축구장 등교양시설: KSPO DOME, 핸드볼경기장(티켓링크라이브아레나), 우리금융아트홀 등 흡연을 삼가하여 주십시오. 공원 내에서 다른 내방객들에게 피해가 되는 행동은 삼가하여 주십시오(과도한 음주, 고성방가, 잔디나 꽃밭 훼손 등).상업용 사진, 영화(CF) 촬영 시에는 사전 승인을 받으시기 바랍니다(문의전화: 02-2180-3516). 자전거 및 인라인 이용시 무리한 과속을 자제하여 주십시오. 토성 내 산책로는 자전거, 인라인, 탑승식 전동장치 등의 통행을 제한하고 있습니다. 올림픽공원 내부를 단체로 무리지어 달리거나 통행에 방행되는 행위는 삼가해 주시기 바랍니다. 야생동물의 보호를 위해 무분별한 열매 채취를 삼가하여 주십시오. 반려견 출입시 위생과 안전사고 예방을 위하여 반드시 목줄과 입 가리개, 배변봉투를 지참하여 이용해 주시기 바랍니다. 올림픽공원은 드론 비행 금지 및 차도를 제외한 도로에서 전동 휠(킥보드류) 탑승 금지입니다. 소나무, 느티나무, 단풍나무, 목련, 상수리나무, 잣나무, 벚나무, 겹철쭉, 산철쭉, 개나리, 조팝나무, 산수국 등 ",False,False,False,False,False,False,True,False
와룡근린공원,1984.4.1,207790㎡ ,말바위 테니스장 노천탕,,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 와룡공원길 192 (우) 03063,종로구청 도시녹지과,02-2148-2842,http://parks.seoul.go.kr/file/info/view.do?fIdx=1867,126.9901672,37.5907944,207790.0,말바위 테니스장 노천탕 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  ,False,False,False,False,False,False,False,False
봉화산근린공원,1977.7.9,1018689㎡,봉수대 등,소나무잦나무아까시산철쭉개나리벚나무,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,중랑구,서울특별시 중랑구 묵동 산46-1,중랑구청 공원녹지과,02-435-0069,http://parks.seoul.go.kr/file/info/view.do?fIdx=1868,127.0923625,37.6106404,1018689.0,봉수대 등 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  소나무잦나무아까시산철쭉개나리벚나무,False,False,False,False,False,False,False,False
북악산도시자연공원,1963.12.21,954553㎡,현재 북악은 청와대가 있어 일반인의 등산이 금지되어 있으나 1967년까지는 청와대 뒤의 북악 일대도 가벼운 등산길이었다. 그러나 1968년 1월 21일 북한 무장공비들이 이곳까지 침투해 온 사건이 발생하여 수도권 경비강화를 목적으로 북악스카이웨이를 만들고 등산길은 폐쇄하였다.   숙정문과 창의문 사이에는 성곽옆에 1.21사태 소나무가 생육중이다.   북악산도시자연공원에는 서울성곽 18.627km의 탐방코스중 4대문 중 북대문인 숙정문에서  4소문중 북소문인 창의문 구간 약 2km의 코스가 있다.   창의문 외곽에는 북악산도시자연공원은 아니지만 자연경관보호지역으로 백사실계곡이 인접하여 있다. ,수 목 : 소나무단풍나무느티나무팥배나무 외 30여종,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 부암동 산2-6,종로구청 도시녹지과,02-2148-2835,http://parks.seoul.go.kr/file/info/view.do?fIdx=1869,126.9737295,37.5929992,954553.0,현재 북악은 청와대가 있어 일반인의 등산이 금지되어 있으나 1967년까지는 청와대 뒤의 북악 일대도 가벼운 등산길이었다. 그러나 1968년 1월 21일 북한 무장공비들이 이곳까지 침투해 온 사건이 발생하여 수도권 경비강화를 목적으로 북악스카이웨이를 만들고 등산길은 폐쇄하였다.   숙정문과 창의문 사이에는 성곽옆에 1.21사태 소나무가 생육중이다.   북악산도시자연공원에는 서울성곽 18.627km의 탐방코스중 4대문 중 북대문인 숙정문에서  4소문중 북소문인 창의문 구간 약 2km의 코스가 있다.   창의문 외곽에는 북악산도시자연공원은 아니지만 자연경관보호지역으로 백사실계곡이 인접하여 있다.  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  수 목 : 소나무단풍나무느티나무팥배나무 외 30여종,False,False,False,False,False,False,False,False
북한산국립공원,1983.4.2,"77,334,000,000㎡ (북한산국립공원 면적)",,"수 목 : 팥배나무, 졸참나무, 신갈나무, 소나무, 아까시나무, 국수나무, 물오리나무, 병꽃나무, 당단풍, 미역줄나무, 생강나무, 정향나무 등 초화 : 제비꽃, 산개나리 등",일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 입산시간 지정제 운영 중으로 야간산행은 하지 않습니다. 야영 취사행위 및 불을 피우지 않습니다. 반려동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  ,강북구 등,"서울특별시 강북구, 도봉구, 서대문구, 성북구, 은평구, 종로구 일대  경기도 고양시, 양주시, 의정부시 일대",국립공원공단 북한산사무소,02-909-0497~8,http://parks.seoul.go.kr/file/info/view.do?fIdx=1870,127.000938,37.624549,77.0," 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 입산시간 지정제 운영 중으로 야간산행은 하지 않습니다. 야영 취사행위 및 불을 피우지 않습니다. 반려동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.   수 목 : 팥배나무, 졸참나무, 신갈나무, 소나무, 아까시나무, 국수나무, 물오리나무, 병꽃나무, 당단풍, 미역줄나무, 생강나무, 정향나무 등 초화 : 제비꽃, 산개나리 등",False,False,False,False,False,False,False,False
외국인묘지공원,1965.5.6,13224㎡,묘지 517기 휴게시설 편의시설 녹지대,은행나무 등 20여종의 교목 및 관목 3109주,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,마포구,서울특별시 마포구 양화진길 46(외국인묘지공원),마포구청 공원녹지과,02-3153-9554,http://parks.seoul.go.kr/file/info/view.do?fIdx=1871,126.911414,37.546797,13224.0,묘지 517기 휴게시설 편의시설 녹지대 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  은행나무 등 20여종의 교목 및 관목 3109주,False,False,False,False,False,False,False,False
불광근린공원,1977.7.14 ,130345㎡,도서관 산책로 실외배드민턴장 등,,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,은평구,서울특별시 은평구 불광동 산33-1,은평구청 공원녹지과,02-351-8004,http://parks.seoul.go.kr/file/info/view.do?fIdx=1872,126.9298962,37.6188016,130345.0,도서관 산책로 실외배드민턴장 등 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  ,False,False,False,False,False,False,False,False
불암산도시자연공원,1977.7.9,5332422㎡,등산로 및 휴게시설,소나무 상수리나무 서나무 오리나무 팥배나무 등,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,노원구,서울특별시 노원구 한글비석로12길 51-33(불암산공원) ,노원구청 공원녹지과,02-2116-3943,http://parks.seoul.go.kr/file/info/view.do?fIdx=1873,127.0952714,37.6636719,5332422.0,등산로 및 휴게시설 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  소나무 상수리나무 서나무 오리나무 팥배나무 등,False,False,False,True,False,False,False,False
용마폭포공원,1958.2.15,5107964㎡,광장 4개소 노인정 수영장 용마폭포공원 ,,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,중랑구,서울특별시 중랑구 면목동 산1-4 ,중랑구청 공원녹지과,02-2094-2965,http://parks.seoul.go.kr/file/info/view.do?fIdx=1874,127.0905888,37.5731968,5107964.0,광장 4개소 노인정 수영장 용마폭포공원  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  ,False,False,False,False,False,False,False,False
사육신공원,1978.5.19,47964㎡,사육신묘 의절사 불이문 홍살문 비각 산책로,소나무 느티나무 향나무 팥배나무 무궁화 주목 구상나무,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동작구,서울특별시 동작구 노량진로 191,동작구청 공원녹지과,02-820-1395,http://parks.seoul.go.kr/file/info/view.do?fIdx=1875,126.948636,37.5137049,47964.0,사육신묘 의절사 불이문 홍살문 비각 산책로 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  소나무 느티나무 향나무 팥배나무 무궁화 주목 구상나무,False,False,False,False,False,False,False,False
용왕산근린공원,1971.8.6,213552㎡,"용왕정 1동(정도600년 기념 건립) , 다목적구장 6000㎡ 조깅코스 400m, 실내배드민턴장 1개소 게이트볼장1개소 어린이 놀이터1개소 약수터2개소 각종 운동시설(체력단련장) 화장실 3개동 공원등 63개 기타시설 등 ",,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,양천구,서울특별시 양천구 목동 199-51,양천구청 공원녹지과,02-2620-3574,http://parks.seoul.go.kr/file/info/view.do?fIdx=1876,126.8783125,37.5429593,213552.0,"용왕정 1동(정도600년 기념 건립) , 다목적구장 6000㎡ 조깅코스 400m, 실내배드민턴장 1개소 게이트볼장1개소 어린이 놀이터1개소 약수터2개소 각종 운동시설(체력단련장) 화장실 3개동 공원등 63개 기타시설 등  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  ",False,False,False,False,True,False,False,False
사직근린공원,1940.3.12,168099.87㎡,사직단 단군성전 황학정 어린이도서관 종로시립도서관 수영장,수 목 : 소나무 외 42종 11350주,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 사직로9길 5,종로구청 도시녹지과,02-2148-2836,http://parks.seoul.go.kr/file/info/view.do?fIdx=1877,126.9674018,37.5759864,168099.87,사직단 단군성전 황학정 어린이도서관 종로시립도서관 수영장 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  수 목 : 소나무 외 42종 11350주,False,False,False,False,False,False,False,False
우장산근린공원,1988.12.30,359435.2㎡,강서구민회관 서울정보기능대학 운동장(인조잔디구장조깅트랙) 테니스장 트림코스장 조각의 거리 야외무대 국궁장 등,상수리나무 아까시나무 잣나무 소나무 쪽동백나무 등,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,강서구,서울특별시 강서구 내발산동 산4-5,강서구청 공원녹지과,02-2600-4185,http://parks.seoul.go.kr/file/info/view.do?fIdx=1878,126.844932,37.5541932,359435.2,강서구민회관 서울정보기능대학 운동장(인조잔디구장조깅트랙) 테니스장 트림코스장 조각의 거리 야외무대 국궁장 등 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  상수리나무 아까시나무 잣나무 소나무 쪽동백나무 등,False,False,False,False,False,False,True,False
삼일근린공원,1990.12.21,36660㎡,삼일공원비 삼일공원 산책길 삼일공원 놀이터,소나무 잣나무 은행나무 느티나무 단풍나무 버즘나무 감나무 목련 산수유 등,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,동작구,서울특별시 동작구 사당동 산24-17,동작구청 공원녹지과,02-820-1384,http://parks.seoul.go.kr/file/info/view.do?fIdx=1879,126.9743686,37.4860183,36660.0,삼일공원비 삼일공원 산책길 삼일공원 놀이터 일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  소나무 잣나무 은행나무 느티나무 단풍나무 버즘나무 감나무 목련 산수유 등,False,False,False,False,False,False,False,False
삼청근린공원,1940.3.12,380735㎡ ,삼청동문(암각) 배드민턴장 테니스장 어린이 놀이터 다목적 공터 및 매점 등 ,수 목 : 소나무 외 15종 200000주,일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ,종로구,서울특별시 종로구 북촌로 134-1 (우) 03050,종로구청 도시녹지과,02-2148-2842,http://parks.seoul.go.kr/file/info/view.do?fIdx=1880,126.9842875,37.5895821,380735.0,삼청동문(암각) 배드민턴장 테니스장 어린이 놀이터 다목적 공터 및 매점 등  일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다.  수 목 : 소나무 외 15종 200000주,False,False,False,False,False,True,False,False
